Date,Category,Amount,Payment Method,Month,Month Name,Day,Weekday
2024-05-01,Groceries,558.03,UPI,5,May,1,Wednesday
2024-05-01,Groceries,1132.73,CASH,5,May,1,Wednesday
2024-05-01,Groceries,899.46,CASH,5,May,1,Wednesday
2024-05-01,Groceries,809.01,CASH,5,May,1,Wednesday
2024-05-01,Groceries,1181.07,CARD,5,May,1,Wednesday
2024-05-01,Groceries,389.65,CASH,5,May,1,Wednesday
2024-05-01,Groceries,233.34,CASH,5,May,1,Wednesday
2024-05-01,Groceries,709.57,CARD,5,May,1,Wednesday
2024-05-01,Groceries,276.93,UPI,5,May,1,Wednesday
2024-05-01,Groceries,629.31,CASH,5,May,1,Wednesday
2024-05-01,Groceries,397.57,CARD,5,May,1,Wednesday
2024-05-01,Groceries,929.32,CASH,5,May,1,Wednesday
2024-05-01,Groceries,521.78,CARD,5,May,1,Wednesday
2024-05-01,Groceries,712.71,UPI,5,May,1,Wednesday
2024-05-01,Groceries,548.77,CASH,5,May,1,Wednesday
2024-05-01,Groceries,1265.42,CASH,5,May,1,Wednesday
2024-05-01,Groceries,414.64,CASH,5,May,1,Wednesday
2024-06-01,Groceries,479.63,CASH,6,June,1,Saturday
2024-06-01,Groceries,1144.25,UPI,6,June,1,Saturday
2024-06-01,Groceries,564.54,CARD,6,June,1,Saturday
2024-06-01,Groceries,722.26,UPI,6,June,1,Saturday
2024-06-01,Groceries,1364.63,UPI,6,June,1,Saturday
2024-06-01,Groceries,367.16,UPI,6,June,1,Saturday
2024-06-01,Groceries,541.81,CARD,6,June,1,Saturday
2024-06-01,Groceries,1260.12,CASH,6,June,1,Saturday
2024-06-01,Groceries,816.67,UPI,6,June,1,Saturday
2024-06-01,Groceries,1301.01,CARD,6,June,1,Saturday
2024-06-01,Groceries,1777.58,CASH,6,June,1,Saturday
2024-06-01,Groceries,838.95,CARD,6,June,1,Saturday
2024-06-01,Groceries,251.45,CASH,6,June,1,Saturday
2024-06-01,Groceries,1327.63,CASH,6,June,1,Saturday
2024-06-01,Groceries,793.38,CARD,6,June,1,Saturday
2024-06-01,Groceries,497.31,CASH,6,June,1,Saturday
2024-06-01,Groceries,1065.23,UPI,6,June,1,Saturday
2024-06-01,Groceries,237.12,CARD,6,June,1,Saturday
2024-06-01,Groceries,371.25,CASH,6,June,1,Saturday
2024-06-01,Groceries,1325.35,UPI,6,June,1,Saturday
2024-06-01,Groceries,553.17,CARD,6,June,1,Saturday
2024-06-01,Groceries,474.11,UPI,6,June,1,Saturday
2024-06-01,Groceries,575.95,CARD,6,June,1,Saturday
2024-06-01,Groceries,976.55,CASH,6,June,1,Saturday
2024-06-01,Groceries,1681.29,CASH,6,June,1,Saturday
2024-06-01,Groceries,571.48,CASH,6,June,1,Saturday
2024-06-01,Groceries,586.2,CASH,6,June,1,Saturday
2024-06-01,Groceries,1053.19,CARD,6,June,1,Saturday
2024-06-01,Groceries,1094.52,UPI,6,June,1,Saturday
2024-06-01,Groceries,850.39,CARD,6,June,1,Saturday
2024-06-01,Groceries,1284.7,UPI,6,June,1,Saturday
2024-06-01,Groceries,1048.22,UPI,6,June,1,Saturday
2024-06-01,Groceries,477.17,CASH,6,June,1,Saturday
2024-06-01,Groceries,244.37,UPI,6,June,1,Saturday
2024-06-01,Groceries,553.62,UPI,6,June,1,Saturday
2024-06-01,Groceries,1766.64,UPI,6,June,1,Saturday
2024-06-01,Groceries,347.22,CARD,6,June,1,Saturday
2024-06-01,Groceries,1787.25,CASH,6,June,1,Saturday
2024-06-01,Groceries,773.24,CASH,6,June,1,Saturday
2024-06-01,Groceries,735.26,CASH,6,June,1,Saturday
2024-06-01,Groceries,1291.86,CARD,6,June,1,Saturday
2024-06-01,Groceries,1019.14,CARD,6,June,1,Saturday
2024-06-01,Groceries,1105.99,CASH,6,June,1,Saturday
2024-06-01,Groceries,1129.4,CARD,6,June,1,Saturday
2024-06-01,Groceries,1021.6,CASH,6,June,1,Saturday
2024-06-01,Groceries,794.63,CARD,6,June,1,Saturday
2024-06-01,Groceries,1845.86,CASH,6,June,1,Saturday
2024-06-01,Groceries,756.67,CASH,6,June,1,Saturday
2024-06-01,Groceries,351.67,CARD,6,June,1,Saturday
2024-06-01,Groceries,574.93,CARD,6,June,1,Saturday
2024-06-01,Groceries,1599.61,UPI,6,June,1,Saturday
2024-06-01,Groceries,369.68,CARD,6,June,1,Saturday
2024-06-01,Groceries,1625.87,CARD,6,June,1,Saturday
2024-06-01,Groceries,367.18,CARD,6,June,1,Saturday
2024-06-01,Groceries,751.44,UPI,6,June,1,Saturday
2024-06-01,Groceries,918.71,UPI,6,June,1,Saturday
2024-06-01,Groceries,551.08,CARD,6,June,1,Saturday
2024-06-01,Groceries,1596.93,CARD,6,June,1,Saturday
2024-06-01,Groceries,931.41,UPI,6,June,1,Saturday
2024-06-01,Groceries,849.63,CASH,6,June,1,Saturday
2024-06-01,Groceries,939.98,CASH,6,June,1,Saturday
2024-06-01,Groceries,279.08,UPI,6,June,1,Saturday
2024-06-01,Groceries,683.47,CASH,6,June,1,Saturday
2024-06-01,Groceries,527.23,CARD,6,June,1,Saturday
2024-06-01,Groceries,1554.27,CASH,6,June,1,Saturday
2024-06-01,Groceries,567.37,CASH,6,June,1,Saturday
2024-06-01,Groceries,488.15,CASH,6,June,1,Saturday
2024-06-01,Groceries,962.43,CARD,6,June,1,Saturday
2024-06-01,Groceries,631.65,CARD,6,June,1,Saturday
2024-06-01,Groceries,1079.42,UPI,6,June,1,Saturday
2024-06-01,Groceries,512.43,UPI,6,June,1,Saturday
2024-06-01,Groceries,398.88,CARD,6,June,1,Saturday
2024-06-01,Groceries,293.81,CASH,6,June,1,Saturday
2024-06-01,Groceries,785.29,UPI,6,June,1,Saturday
2024-06-01,Groceries,1409.59,CARD,6,June,1,Saturday
2024-06-01,Groceries,720.06,UPI,6,June,1,Saturday
2024-06-01,Groceries,692.13,CASH,6,June,1,Saturday
2024-06-01,Groceries,1037.61,CARD,6,June,1,Saturday
2024-06-01,Groceries,554.12,CASH,6,June,1,Saturday
2024-07-01,Groceries,1523.16,CASH,7,July,1,Monday
2024-07-01,Groceries,828.04,UPI,7,July,1,Monday
2024-07-01,Groceries,315.07,CARD,7,July,1,Monday
2024-07-01,Groceries,668.32,CARD,7,July,1,Monday
2024-07-01,Groceries,551.15,CARD,7,July,1,Monday
2024-07-01,Groceries,1028.2,CASH,7,July,1,Monday
2024-07-01,Groceries,1012.69,UPI,7,July,1,Monday
2024-07-01,Groceries,1580.12,UPI,7,July,1,Monday
2024-07-01,Groceries,841.62,CASH,7,July,1,Monday
2024-07-01,Groceries,253.45,CASH,7,July,1,Monday
2024-07-01,Groceries,969.32,UPI,7,July,1,Monday
2024-07-01,Groceries,441.99,CARD,7,July,1,Monday
2024-07-01,Groceries,1106.98,UPI,7,July,1,Monday
2024-07-01,Groceries,497.17,CASH,7,July,1,Monday
2024-07-01,Groceries,1199.96,CASH,7,July,1,Monday
2024-07-01,Groceries,537.77,CARD,7,July,1,Monday
2024-07-01,Groceries,969.73,CASH,7,July,1,Monday
2024-07-01,Groceries,265.5,CARD,7,July,1,Monday
2024-07-01,Groceries,477.38,UPI,7,July,1,Monday
2024-07-01,Groceries,436.74,UPI,7,July,1,Monday
2024-07-01,Groceries,508.58,CARD,7,July,1,Monday
2024-07-01,Groceries,358.07,CARD,7,July,1,Monday
2024-07-01,Groceries,413.9,CASH,7,July,1,Monday
2024-07-01,Groceries,969.67,CASH,7,July,1,Monday
2024-07-01,Groceries,1495.98,CASH,7,July,1,Monday
2024-07-01,Groceries,631.62,UPI,7,July,1,Monday
2024-07-01,Groceries,1178.85,UPI,7,July,1,Monday
2024-07-01,Groceries,651.39,CASH,7,July,1,Monday
2024-07-01,Groceries,857.15,CARD,7,July,1,Monday
2024-07-01,Groceries,283.94,UPI,7,July,1,Monday
2024-07-01,Groceries,893.81,UPI,7,July,1,Monday
2024-07-01,Groceries,723.85,CASH,7,July,1,Monday
2024-07-01,Groceries,957.35,UPI,7,July,1,Monday
2024-07-01,Groceries,1863.94,CASH,7,July,1,Monday
2024-07-01,Groceries,1281.99,CASH,7,July,1,Monday
2024-07-01,Groceries,1089.57,CASH,7,July,1,Monday
2024-07-01,Groceries,1604.88,UPI,7,July,1,Monday
2024-07-01,Groceries,1385.02,CASH,7,July,1,Monday
2024-07-01,Groceries,937.25,UPI,7,July,1,Monday
2024-07-01,Groceries,980.75,CARD,7,July,1,Monday
2024-07-01,Groceries,929.56,CARD,7,July,1,Monday
2024-07-01,Groceries,555.79,CASH,7,July,1,Monday
2024-07-01,Groceries,1026.62,UPI,7,July,1,Monday
2024-07-01,Groceries,1155.85,CASH,7,July,1,Monday
2024-07-01,Groceries,243.79,UPI,7,July,1,Monday
2024-07-01,Groceries,779.11,UPI,7,July,1,Monday
2024-07-01,Groceries,777.33,CARD,7,July,1,Monday
2024-07-01,Groceries,826.79,CARD,7,July,1,Monday
2024-07-01,Groceries,350.47,CASH,7,July,1,Monday
2024-07-01,Groceries,637.59,CARD,7,July,1,Monday
2024-07-01,Groceries,476.26,UPI,7,July,1,Monday
2024-07-01,Groceries,312.87,CARD,7,July,1,Monday
2024-07-01,Groceries,745.3,UPI,7,July,1,Monday
2024-07-01,Groceries,1242.8,CARD,7,July,1,Monday
2024-07-01,Groceries,616.23,CASH,7,July,1,Monday
2024-07-01,Groceries,785.67,CASH,7,July,1,Monday
2024-07-01,Groceries,1441.3,CARD,7,July,1,Monday
2024-07-01,Groceries,1446.16,CARD,7,July,1,Monday
2024-07-01,Groceries,603.35,CARD,7,July,1,Monday
2024-07-01,Groceries,556.22,CASH,7,July,1,Monday
2024-07-01,Groceries,1230.39,CARD,7,July,1,Monday
2024-07-01,Groceries,704.56,CASH,7,July,1,Monday
2024-07-01,Groceries,703.46,UPI,7,July,1,Monday
2024-07-01,Groceries,999.71,CARD,7,July,1,Monday
2024-07-01,Groceries,1020.71,CARD,7,July,1,Monday
2024-07-01,Groceries,480.95,UPI,7,July,1,Monday
2024-07-01,Groceries,931.53,CASH,7,July,1,Monday
2024-07-01,Groceries,781.72,UPI,7,July,1,Monday
2024-07-01,Groceries,507.55,CASH,7,July,1,Monday
2024-07-01,Groceries,329.26,UPI,7,July,1,Monday
2024-07-01,Groceries,1136.56,CASH,7,July,1,Monday
2024-07-01,Groceries,1413.47,CASH,7,July,1,Monday
2024-07-01,Groceries,430.47,CASH,7,July,1,Monday
2024-07-01,Groceries,457.82,CASH,7,July,1,Monday
2024-07-01,Groceries,544.23,CASH,7,July,1,Monday
2024-08-01,Groceries,294.34,CARD,8,August,1,Thursday
2024-08-01,Groceries,491.28,UPI,8,August,1,Thursday
2024-08-01,Groceries,435.63,CASH,8,August,1,Thursday
2024-08-01,Groceries,922.12,UPI,8,August,1,Thursday
2024-08-01,Groceries,584.76,CASH,8,August,1,Thursday
2024-08-01,Groceries,848.72,CARD,8,August,1,Thursday
2024-08-01,Groceries,1039.76,UPI,8,August,1,Thursday
2024-08-01,Groceries,869.37,UPI,8,August,1,Thursday
2024-08-01,Groceries,401.57,UPI,8,August,1,Thursday
2024-08-01,Groceries,1592.9,CARD,8,August,1,Thursday
2024-08-01,Groceries,1033.06,CASH,8,August,1,Thursday
2024-08-01,Groceries,349.57,CASH,8,August,1,Thursday
2024-08-01,Groceries,1338.57,CASH,8,August,1,Thursday
2024-08-01,Groceries,856.14,UPI,8,August,1,Thursday
2024-08-01,Groceries,836.24,CARD,8,August,1,Thursday
2024-08-01,Groceries,252.16,CARD,8,August,1,Thursday
2024-08-01,Groceries,585.49,UPI,8,August,1,Thursday
2024-08-01,Groceries,889.24,UPI,8,August,1,Thursday
2024-08-01,Groceries,1633.7,UPI,8,August,1,Thursday
2024-08-01,Groceries,659.51,UPI,8,August,1,Thursday
2024-08-01,Groceries,729.86,CASH,8,August,1,Thursday
2024-08-01,Groceries,315.67,CASH,8,August,1,Thursday
2024-08-01,Groceries,754.76,CASH,8,August,1,Thursday
2024-08-01,Groceries,1218.47,CASH,8,August,1,Thursday
2024-08-01,Groceries,562.67,CARD,8,August,1,Thursday
2024-08-01,Groceries,251.04,CARD,8,August,1,Thursday
2024-08-01,Groceries,641.92,UPI,8,August,1,Thursday
2024-08-01,Groceries,1257.83,CARD,8,August,1,Thursday
2024-08-01,Groceries,207.94,CASH,8,August,1,Thursday
2024-08-01,Groceries,288.1,UPI,8,August,1,Thursday
2024-08-01,Groceries,772.55,CARD,8,August,1,Thursday
2024-08-01,Groceries,881.78,UPI,8,August,1,Thursday
2024-08-01,Groceries,455.37,CASH,8,August,1,Thursday
2024-08-01,Groceries,204.03,CARD,8,August,1,Thursday
2024-08-01,Groceries,695.92,CARD,8,August,1,Thursday
2024-08-01,Groceries,379.63,CASH,8,August,1,Thursday
2024-08-01,Groceries,483.11,CARD,8,August,1,Thursday
2024-08-01,Groceries,1148.17,CASH,8,August,1,Thursday
2024-08-01,Groceries,903.05,UPI,8,August,1,Thursday
2024-08-01,Groceries,1272.4,CASH,8,August,1,Thursday
2024-08-01,Groceries,568.02,CASH,8,August,1,Thursday
2024-08-01,Groceries,945.11,UPI,8,August,1,Thursday
2024-08-01,Groceries,382.26,CARD,8,August,1,Thursday
2024-08-01,Groceries,1498.26,UPI,8,August,1,Thursday
2024-08-01,Groceries,463.34,UPI,8,August,1,Thursday
2024-08-01,Groceries,938.58,UPI,8,August,1,Thursday
2024-08-01,Groceries,865.75,CASH,8,August,1,Thursday
2024-08-01,Groceries,1439.63,CARD,8,August,1,Thursday
2024-08-01,Groceries,708.9,CASH,8,August,1,Thursday
2024-08-01,Groceries,254.97,CASH,8,August,1,Thursday
2024-08-01,Groceries,791.46,CASH,8,August,1,Thursday
2024-08-01,Groceries,1005.35,UPI,8,August,1,Thursday
2024-08-01,Groceries,791.86,CARD,8,August,1,Thursday
2024-08-01,Groceries,834.45,UPI,8,August,1,Thursday
2024-08-01,Groceries,1047.04,CARD,8,August,1,Thursday
2024-08-01,Groceries,1434.34,UPI,8,August,1,Thursday
2024-08-01,Groceries,671.73,CARD,8,August,1,Thursday
2024-08-01,Groceries,847.4,CASH,8,August,1,Thursday
2024-08-01,Groceries,617.83,CARD,8,August,1,Thursday
2024-08-01,Groceries,420.61,CARD,8,August,1,Thursday
2024-08-01,Groceries,187.48,CARD,8,August,1,Thursday
2024-08-01,Groceries,838.55,UPI,8,August,1,Thursday
2024-08-01,Groceries,796.57,CASH,8,August,1,Thursday
2024-08-01,Groceries,683.94,CASH,8,August,1,Thursday
2024-08-01,Groceries,416.99,CARD,8,August,1,Thursday
2024-08-01,Groceries,720.2,CARD,8,August,1,Thursday
2024-08-01,Groceries,668.26,UPI,8,August,1,Thursday
2024-08-01,Groceries,478.54,CASH,8,August,1,Thursday
2024-08-01,Groceries,1297.21,CARD,8,August,1,Thursday
2024-08-01,Groceries,1151.18,CARD,8,August,1,Thursday
2024-08-01,Groceries,1696.35,CARD,8,August,1,Thursday
2024-08-01,Groceries,726.7,CASH,8,August,1,Thursday
2024-08-01,Groceries,640.15,UPI,8,August,1,Thursday
2024-08-01,Groceries,268.5,CASH,8,August,1,Thursday
2024-08-01,Groceries,1600.72,UPI,8,August,1,Thursday
2024-08-01,Groceries,976.08,CARD,8,August,1,Thursday
2024-08-01,Groceries,1415.4,CASH,8,August,1,Thursday
2024-08-01,Groceries,895.2,CASH,8,August,1,Thursday
2024-08-01,Groceries,256.94,CARD,8,August,1,Thursday
2024-08-01,Groceries,1758.19,CASH,8,August,1,Thursday
2024-08-01,Groceries,1210.07,CARD,8,August,1,Thursday
2024-08-01,Groceries,769.32,UPI,8,August,1,Thursday
2024-08-01,Groceries,1001.83,CASH,8,August,1,Thursday
2024-09-01,Groceries,614.65,CARD,9,September,1,Sunday
2024-09-01,Groceries,546.79,CASH,9,September,1,Sunday
2024-09-01,Groceries,1221.65,CARD,9,September,1,Sunday
2024-09-01,Groceries,1153.19,CARD,9,September,1,Sunday
2024-09-01,Groceries,759.98,UPI,9,September,1,Sunday
2024-09-01,Groceries,1104.89,CASH,9,September,1,Sunday
2024-09-01,Groceries,888.66,CARD,9,September,1,Sunday
2024-09-01,Groceries,1595.65,UPI,9,September,1,Sunday
2024-09-01,Groceries,938.7,UPI,9,September,1,Sunday
2024-09-01,Groceries,286.57,CASH,9,September,1,Sunday
2024-09-01,Groceries,1055.65,CASH,9,September,1,Sunday
2024-09-01,Groceries,1103.08,CARD,9,September,1,Sunday
2024-09-01,Groceries,366.21,CASH,9,September,1,Sunday
2024-09-01,Groceries,947.41,CASH,9,September,1,Sunday
2024-09-01,Groceries,1170.82,UPI,9,September,1,Sunday
2024-09-01,Groceries,448.43,UPI,9,September,1,Sunday
2024-09-01,Groceries,261.23,UPI,9,September,1,Sunday
2024-09-01,Groceries,796.67,UPI,9,September,1,Sunday
2024-09-01,Groceries,754.72,CARD,9,September,1,Sunday
2024-09-01,Groceries,1440.68,CARD,9,September,1,Sunday
2024-09-01,Groceries,646.17,UPI,9,September,1,Sunday
2024-09-01,Groceries,268.53,CASH,9,September,1,Sunday
2024-09-01,Groceries,403.64,CARD,9,September,1,Sunday
2024-09-01,Groceries,704.74,UPI,9,September,1,Sunday
2024-09-01,Groceries,810.64,CARD,9,September,1,Sunday
2024-09-01,Groceries,784.88,UPI,9,September,1,Sunday
2024-09-01,Groceries,1104.91,CASH,9,September,1,Sunday
2024-09-01,Groceries,354.85,CARD,9,September,1,Sunday
2024-09-01,Groceries,1411.48,CARD,9,September,1,Sunday
2024-09-01,Groceries,1368.2,CASH,9,September,1,Sunday
2024-09-01,Groceries,864.01,CARD,9,September,1,Sunday
2024-09-01,Groceries,760.55,CASH,9,September,1,Sunday
2024-09-01,Groceries,510.48,CASH,9,September,1,Sunday
2024-09-01,Groceries,274.81,UPI,9,September,1,Sunday
2024-09-01,Groceries,845.14,CASH,9,September,1,Sunday
2024-09-01,Groceries,305.55,CARD,9,September,1,Sunday
2024-09-01,Groceries,763.86,CARD,9,September,1,Sunday
2024-09-01,Groceries,957.11,CARD,9,September,1,Sunday
2024-09-01,Groceries,457.85,CARD,9,September,1,Sunday
2024-09-01,Groceries,1787.93,CARD,9,September,1,Sunday
2024-09-01,Groceries,960.35,CARD,9,September,1,Sunday
2024-09-01,Groceries,981.72,UPI,9,September,1,Sunday
2024-09-01,Groceries,1065.47,CASH,9,September,1,Sunday
2024-09-01,Groceries,993.14,CARD,9,September,1,Sunday
2024-09-01,Groceries,531.43,UPI,9,September,1,Sunday
2024-09-01,Groceries,341.66,UPI,9,September,1,Sunday
2024-09-01,Groceries,477.5,CARD,9,September,1,Sunday
2024-09-01,Groceries,1234.81,CASH,9,September,1,Sunday
2024-09-01,Groceries,493.69,CARD,9,September,1,Sunday
2024-09-01,Groceries,729.91,CASH,9,September,1,Sunday
2024-09-01,Groceries,1268.97,UPI,9,September,1,Sunday
2024-09-01,Groceries,529.69,UPI,9,September,1,Sunday
2024-09-01,Groceries,826.27,UPI,9,September,1,Sunday
2024-09-01,Groceries,232.25,CARD,9,September,1,Sunday
2024-09-01,Groceries,406.79,CARD,9,September,1,Sunday
2024-09-01,Groceries,303.96,CASH,9,September,1,Sunday
2024-09-01,Groceries,628.35,CASH,9,September,1,Sunday
2024-09-01,Groceries,1763.98,UPI,9,September,1,Sunday
2024-09-01,Groceries,794.5,UPI,9,September,1,Sunday
2024-09-01,Groceries,780.04,UPI,9,September,1,Sunday
2024-09-01,Groceries,672.54,CARD,9,September,1,Sunday
2024-09-01,Groceries,1021.12,CARD,9,September,1,Sunday
2024-09-01,Groceries,1312.66,CASH,9,September,1,Sunday
2024-10-01,Groceries,236.01,UPI,10,October,1,Tuesday
2024-10-01,Groceries,1014.8,UPI,10,October,1,Tuesday
2024-10-01,Groceries,1101.33,CARD,10,October,1,Tuesday
2024-10-01,Groceries,392.57,CARD,10,October,1,Tuesday
2024-10-01,Groceries,736.03,CARD,10,October,1,Tuesday
2024-10-01,Groceries,627.41,UPI,10,October,1,Tuesday
2024-10-01,Groceries,557.89,CASH,10,October,1,Tuesday
2024-10-01,Groceries,1198.95,CARD,10,October,1,Tuesday
2024-10-01,Groceries,1206.67,CARD,10,October,1,Tuesday
2024-10-01,Groceries,1442.43,CASH,10,October,1,Tuesday
2024-10-01,Groceries,395.26,UPI,10,October,1,Tuesday
2024-10-01,Groceries,263.46,CARD,10,October,1,Tuesday
2024-10-01,Groceries,1078.02,CASH,10,October,1,Tuesday
2024-10-01,Groceries,1756.31,UPI,10,October,1,Tuesday
2024-10-01,Groceries,276.88,CASH,10,October,1,Tuesday
2024-10-01,Groceries,215.0,CASH,10,October,1,Tuesday
2024-10-01,Groceries,510.53,CASH,10,October,1,Tuesday
2024-10-01,Groceries,276.55,CASH,10,October,1,Tuesday
2024-10-01,Groceries,559.06,UPI,10,October,1,Tuesday
2024-10-01,Groceries,821.21,CARD,10,October,1,Tuesday
2024-10-01,Groceries,566.89,CARD,10,October,1,Tuesday
2024-10-01,Groceries,1345.47,UPI,10,October,1,Tuesday
2024-10-01,Groceries,326.23,CARD,10,October,1,Tuesday
2024-10-01,Groceries,764.1,CASH,10,October,1,Tuesday
2024-10-01,Groceries,798.79,CASH,10,October,1,Tuesday
2024-10-01,Groceries,531.28,UPI,10,October,1,Tuesday
2024-10-01,Groceries,480.27,UPI,10,October,1,Tuesday
2024-10-01,Groceries,278.19,CARD,10,October,1,Tuesday
2024-10-01,Groceries,212.43,CARD,10,October,1,Tuesday
2024-10-01,Groceries,607.72,UPI,10,October,1,Tuesday
2024-10-01,Groceries,720.25,UPI,10,October,1,Tuesday
2024-10-01,Groceries,1194.35,CASH,10,October,1,Tuesday
2024-10-01,Groceries,967.66,CARD,10,October,1,Tuesday
2024-10-01,Groceries,755.64,UPI,10,October,1,Tuesday
2024-10-01,Groceries,685.54,CASH,10,October,1,Tuesday
2024-10-01,Groceries,650.21,UPI,10,October,1,Tuesday
2024-10-01,Groceries,570.65,CASH,10,October,1,Tuesday
2024-10-01,Groceries,557.41,CASH,10,October,1,Tuesday
2024-10-01,Groceries,984.72,CARD,10,October,1,Tuesday
2024-10-01,Groceries,1075.77,CARD,10,October,1,Tuesday
2024-10-01,Groceries,690.5,CASH,10,October,1,Tuesday
2024-10-01,Groceries,1269.37,CASH,10,October,1,Tuesday
2024-10-01,Groceries,1451.32,UPI,10,October,1,Tuesday
2024-10-01,Groceries,683.96,CASH,10,October,1,Tuesday
2024-10-01,Groceries,1391.16,CASH,10,October,1,Tuesday
2024-10-01,Groceries,621.4,CARD,10,October,1,Tuesday
2024-10-01,Groceries,963.76,CASH,10,October,1,Tuesday
2024-10-01,Groceries,494.48,UPI,10,October,1,Tuesday
2024-10-01,Groceries,947.77,CARD,10,October,1,Tuesday
2024-10-01,Groceries,471.1,UPI,10,October,1,Tuesday
2024-10-01,Groceries,336.11,UPI,10,October,1,Tuesday
2024-10-01,Groceries,455.03,CASH,10,October,1,Tuesday
2024-10-01,Groceries,321.77,CASH,10,October,1,Tuesday
2024-10-01,Groceries,1280.41,CASH,10,October,1,Tuesday
2024-10-01,Groceries,987.44,CARD,10,October,1,Tuesday
2024-10-01,Groceries,527.75,CARD,10,October,1,Tuesday
2024-10-01,Groceries,1710.24,CASH,10,October,1,Tuesday
2024-10-01,Groceries,681.73,CASH,10,October,1,Tuesday
2024-10-01,Groceries,896.26,CARD,10,October,1,Tuesday
2024-10-01,Groceries,753.41,UPI,10,October,1,Tuesday
2024-10-01,Groceries,428.79,CASH,10,October,1,Tuesday
2024-10-01,Groceries,974.21,CASH,10,October,1,Tuesday
2024-10-01,Groceries,855.69,CARD,10,October,1,Tuesday
2024-10-01,Groceries,550.2,UPI,10,October,1,Tuesday
2024-10-01,Groceries,1233.96,CARD,10,October,1,Tuesday
2024-10-01,Groceries,429.71,CASH,10,October,1,Tuesday
2024-10-01,Groceries,1693.34,UPI,10,October,1,Tuesday
2024-10-01,Groceries,376.84,CASH,10,October,1,Tuesday
2024-10-01,Groceries,1266.05,CARD,10,October,1,Tuesday
2024-10-01,Groceries,937.43,CARD,10,October,1,Tuesday
2024-10-01,Groceries,514.2,UPI,10,October,1,Tuesday
2024-10-01,Groceries,1441.2,UPI,10,October,1,Tuesday
2024-10-01,Groceries,897.89,UPI,10,October,1,Tuesday
2024-10-01,Groceries,778.25,CARD,10,October,1,Tuesday
2024-10-01,Groceries,939.86,UPI,10,October,1,Tuesday
2024-10-01,Groceries,1417.18,CASH,10,October,1,Tuesday
2024-11-01,Groceries,213.99,UPI,11,November,1,Friday
2024-11-01,Groceries,1336.07,UPI,11,November,1,Friday
2024-11-01,Groceries,469.87,CASH,11,November,1,Friday
2024-11-01,Groceries,867.27,UPI,11,November,1,Friday
2024-11-01,Groceries,517.75,CARD,11,November,1,Friday
2024-11-01,Groceries,745.34,CARD,11,November,1,Friday
2024-11-01,Groceries,609.01,CASH,11,November,1,Friday
2024-11-01,Groceries,461.28,UPI,11,November,1,Friday
2024-11-01,Groceries,430.69,CASH,11,November,1,Friday
2024-11-01,Groceries,910.7,CASH,11,November,1,Friday
2024-11-01,Groceries,769.88,UPI,11,November,1,Friday
2024-11-01,Groceries,1814.23,CASH,11,November,1,Friday
2024-11-01,Groceries,458.45,CASH,11,November,1,Friday
2024-11-01,Groceries,310.78,CARD,11,November,1,Friday
2024-11-01,Groceries,1095.61,CARD,11,November,1,Friday
2024-11-01,Groceries,593.7,CARD,11,November,1,Friday
2024-11-01,Groceries,360.42,CARD,11,November,1,Friday
2024-11-01,Groceries,899.4,CARD,11,November,1,Friday
2024-11-01,Groceries,1470.9,CASH,11,November,1,Friday
2024-11-01,Groceries,614.75,CARD,11,November,1,Friday
2024-11-01,Groceries,1286.51,UPI,11,November,1,Friday
2024-11-01,Groceries,319.53,UPI,11,November,1,Friday
2024-11-01,Groceries,691.28,UPI,11,November,1,Friday
2024-11-01,Groceries,563.18,UPI,11,November,1,Friday
2024-11-01,Groceries,203.76,CARD,11,November,1,Friday
2024-11-01,Groceries,1208.81,CASH,11,November,1,Friday
2024-11-01,Groceries,858.0,CASH,11,November,1,Friday
2024-11-01,Groceries,709.45,CASH,11,November,1,Friday
2024-11-01,Groceries,580.6,CARD,11,November,1,Friday
2024-11-01,Groceries,495.22,UPI,11,November,1,Friday
2024-11-01,Groceries,749.33,UPI,11,November,1,Friday
2024-11-01,Groceries,340.86,UPI,11,November,1,Friday
2024-11-01,Groceries,1263.68,UPI,11,November,1,Friday
2024-11-01,Groceries,1188.87,UPI,11,November,1,Friday
2024-11-01,Groceries,1216.4,CARD,11,November,1,Friday
2024-11-01,Groceries,890.74,CARD,11,November,1,Friday
2024-11-01,Groceries,654.75,CASH,11,November,1,Friday
2024-11-01,Groceries,500.09,CASH,11,November,1,Friday
2024-11-01,Groceries,257.81,CASH,11,November,1,Friday
2024-11-01,Groceries,793.69,CARD,11,November,1,Friday
2024-11-01,Groceries,342.16,CASH,11,November,1,Friday
2024-11-01,Groceries,541.12,CARD,11,November,1,Friday
2024-11-01,Groceries,285.22,CASH,11,November,1,Friday
2024-11-01,Groceries,403.79,CASH,11,November,1,Friday
2024-11-01,Groceries,1752.94,CARD,11,November,1,Friday
2024-11-01,Groceries,688.08,UPI,11,November,1,Friday
2024-11-01,Groceries,658.85,CASH,11,November,1,Friday
2024-11-01,Groceries,228.79,CASH,11,November,1,Friday
2024-11-01,Groceries,978.75,CASH,11,November,1,Friday
2024-11-01,Groceries,721.88,UPI,11,November,1,Friday
2024-11-01,Groceries,1286.05,CASH,11,November,1,Friday
2024-11-01,Groceries,658.42,CASH,11,November,1,Friday
2024-11-01,Groceries,784.57,CARD,11,November,1,Friday
2024-11-01,Groceries,254.42,CASH,11,November,1,Friday
