UserID,Year,Month,Income,Income_Bracket,Festivals,Festival_Count,Food,Groceries,Transport,Entertainment,Shopping,Rent,Bills,Healthcare,Education,Total_Expenses,Savings,Food_Ratio,Groceries_Ratio,Transport_Ratio,Entertainment_Ratio,Shopping_Ratio,Rent_Ratio,Bills_Ratio,Healthcare_Ratio,Education_Ratio
USER_108,2021,11,4892.67,2,Thanksgiving; Veterans Day,2,513.78,665.17,469.03,344.62,350.43,1214.97,511.24,262.13,273.87,4605.24,287.43,0.105,0.136,0.0959,0.0704,0.0716,0.2483,0.1045,0.0536,0.056
USER_117,2021,11,7593.25,4,Thanksgiving; Veterans Day,2,948.07,795.85,709.45,407.97,706.3,1910.67,807.21,468.6,493.1,7247.22,346.03,0.1249,0.1048,0.0934,0.0537,0.093,0.2516,0.1063,0.0617,0.0649
USER_122,2021,11,4094.0,2,Thanksgiving; Veterans Day,2,409.2,426.92,477.38,344.15,323.99,961.25,523.84,215.0,186.07,3867.8,226.2,0.1,0.1043,0.1166,0.0841,0.0791,0.2348,0.128,0.0525,0.0454
USER_124,2021,11,2876.67,1,Thanksgiving; Veterans Day,2,236.5,273.55,290.98,194.83,229.67,675.74,307.4,116.5,135.96,2461.13,415.54,0.0822,0.0951,0.1012,0.0677,0.0798,0.2349,0.1069,0.0405,0.0473
USER_132,2021,11,4368.25,2,Thanksgiving; Veterans Day,2,537.36,471.28,439.87,328.67,403.76,1102.09,675.86,244.04,224.31,4427.24,-58.99,0.123,0.1079,0.1007,0.0752,0.0924,0.2523,0.1547,0.0559,0.0514
USER_142,2021,11,5156.17,3,Thanksgiving; Veterans Day,2,411.91,582.43,508.48,397.6,362.93,1379.81,546.65,237.9,288.17,4715.88,440.29,0.0799,0.113,0.0986,0.0771,0.0704,0.2676,0.106,0.0461,0.0559
USER_147,2021,11,2174.08,1,Thanksgiving; Veterans Day,2,247.81,228.57,245.03,178.81,239.61,547.41,253.72,93.65,126.82,2161.43,12.65,0.114,0.1051,0.1127,0.0822,0.1102,0.2518,0.1167,0.0431,0.0583
USER_152,2021,11,11580.25,5,Thanksgiving; Veterans Day,2,1067.15,1374.46,979.0,765.52,972.12,2457.98,1509.42,630.42,577.66,10333.73,1246.52,0.0922,0.1187,0.0845,0.0661,0.0839,0.2123,0.1303,0.0544,0.0499
USER_155,2021,11,11188.5,5,Thanksgiving; Veterans Day,2,1158.61,1389.46,1079.24,863.25,936.03,2140.91,1608.9,629.61,610.24,10416.25,772.25,0.1036,0.1242,0.0965,0.0772,0.0837,0.1913,0.1438,0.0563,0.0545
USER_167,2021,11,4286.42,2,Thanksgiving; Veterans Day,2,546.24,442.57,347.52,240.34,310.43,930.56,486.44,190.31,287.43,3781.84,504.58,0.1274,0.1032,0.0811,0.0561,0.0724,0.2171,0.1135,0.0444,0.0671
USER_169,2021,11,5778.25,3,Thanksgiving; Veterans Day,2,564.85,791.35,638.41,386.57,517.44,1619.01,640.13,254.52,401.6,5813.88,-35.63,0.0978,0.137,0.1105,0.0669,0.0895,0.2802,0.1108,0.044,0.0695
USER_177,2021,11,9182.33,5,Thanksgiving; Veterans Day,2,882.52,1098.19,874.24,701.08,898.75,2715.0,1277.26,389.04,587.67,9423.75,-241.42,0.0961,0.1196,0.0952,0.0764,0.0979,0.2957,0.1391,0.0424,0.064
USER_190,2021,11,1972.08,1,Thanksgiving; Veterans Day,2,229.23,183.04,218.13,163.13,187.77,554.35,235.36,79.37,119.67,1970.05,2.03,0.1162,0.0928,0.1106,0.0827,0.0952,0.2811,0.1193,0.0402,0.0607
USER_195,2021,11,7014.75,4,Thanksgiving; Veterans Day,2,760.95,1067.84,687.58,536.39,580.75,1753.59,1011.29,383.43,354.82,7136.64,-121.89,0.1085,0.1522,0.098,0.0765,0.0828,0.25,0.1442,0.0547,0.0506
USER_198,2021,11,5573.67,3,Thanksgiving; Veterans Day,2,660.29,581.29,660.04,358.66,486.58,1348.9,693.92,305.26,280.53,5375.47,198.2,0.1185,0.1043,0.1184,0.0643,0.0873,0.242,0.1245,0.0548,0.0503
USER_207,2021,11,3628.58,2,Thanksgiving; Veterans Day,2,410.05,385.38,375.8,287.77,278.93,734.61,528.74,191.16,198.33,3390.77,237.81,0.113,0.1062,0.1036,0.0793,0.0769,0.2025,0.1457,0.0527,0.0547
USER_214,2021,11,7563.08,4,Thanksgiving; Veterans Day,2,699.61,662.94,738.7,580.13,617.21,1971.52,850.82,327.35,562.86,7011.14,551.94,0.0925,0.0877,0.0977,0.0767,0.0816,0.2607,0.1125,0.0433,0.0744
USER_220,2021,11,5487.67,3,Thanksgiving; Veterans Day,2,505.57,843.5,467.14,463.79,572.77,1469.3,576.69,305.63,323.54,5527.93,-40.26,0.0921,0.1537,0.0851,0.0845,0.1044,0.2677,0.1051,0.0557,0.059
USER_226,2021,11,8964.92,5,Thanksgiving; Veterans Day,2,856.5,1206.24,928.34,604.36,888.08,2519.06,1142.95,513.52,571.55,9230.6,-265.68,0.0955,0.1346,0.1036,0.0674,0.0991,0.281,0.1275,0.0573,0.0638
USER_233,2021,11,6857.75,4,Thanksgiving; Veterans Day,2,548.2,884.2,708.6,528.47,613.84,1709.52,669.73,341.55,413.12,6417.23,440.52,0.0799,0.1289,0.1033,0.0771,0.0895,0.2493,0.0977,0.0498,0.0602
USER_241,2021,11,7141.92,4,Thanksgiving; Veterans Day,2,672.04,938.31,636.97,513.4,524.14,1339.91,971.75,355.28,430.96,6382.76,759.16,0.0941,0.1314,0.0892,0.0719,0.0734,0.1876,0.1361,0.0497,0.0603
USER_243,2021,11,6108.92,3,Thanksgiving; Veterans Day,2,629.22,719.23,574.39,344.24,618.35,1457.35,875.77,327.5,351.19,5897.24,211.68,0.103,0.1177,0.094,0.0564,0.1012,0.2386,0.1434,0.0536,0.0575
USER_275,2021,11,12261.58,5,Thanksgiving; Veterans Day,2,1166.14,1394.42,1150.87,773.28,951.33,2707.86,1442.89,693.33,802.5,11082.62,1178.96,0.0951,0.1137,0.0939,0.0631,0.0776,0.2208,0.1177,0.0565,0.0654
USER_278,2021,11,4629.58,2,Thanksgiving; Veterans Day,2,524.49,674.34,515.51,328.19,436.67,1404.03,549.13,254.33,241.81,4928.5,-298.92,0.1133,0.1457,0.1114,0.0709,0.0943,0.3033,0.1186,0.0549,0.0522
USER_284,2021,11,5640.33,3,Thanksgiving; Veterans Day,2,520.05,581.53,512.97,396.99,617.15,1383.32,720.94,255.95,328.02,5316.92,323.41,0.0922,0.1031,0.0909,0.0704,0.1094,0.2453,0.1278,0.0454,0.0582
USER_298,2021,11,7969.17,4,Thanksgiving; Veterans Day,2,786.01,1038.74,786.07,623.68,645.3,2304.71,1030.97,400.44,514.66,8130.58,-161.41,0.0986,0.1303,0.0986,0.0783,0.081,0.2892,0.1294,0.0502,0.0646
USER_299,2021,11,2627.17,1,Thanksgiving; Veterans Day,2,232.12,273.68,256.26,156.72,255.49,772.78,325.8,112.11,128.66,2513.62,113.55,0.0884,0.1042,0.0975,0.0597,0.0972,0.2941,0.124,0.0427,0.049
USER_316,2021,11,7560.58,4,Thanksgiving; Veterans Day,2,857.88,992.34,853.52,562.44,712.96,2077.82,940.55,301.0,428.81,7727.32,-166.74,0.1135,0.1313,0.1129,0.0744,0.0943,0.2748,0.1244,0.0398,0.0567
USER_321,2021,11,2950.92,1,Thanksgiving; Veterans Day,2,240.14,324.76,249.45,217.81,222.62,767.68,328.37,123.59,201.83,2676.25,274.67,0.0814,0.1101,0.0845,0.0738,0.0754,0.2601,0.1113,0.0419,0.0684
USER_323,2021,11,2622.25,1,Thanksgiving; Veterans Day,2,266.55,361.98,247.85,182.02,225.23,839.24,349.43,163.39,161.76,2797.45,-175.2,0.1016,0.138,0.0945,0.0694,0.0859,0.32,0.1333,0.0623,0.0617
USER_325,2021,11,1751.33,1,Thanksgiving; Veterans Day,2,161.59,240.27,179.66,120.81,142.45,482.69,188.1,109.42,84.24,1709.23,42.1,0.0923,0.1372,0.1026,0.069,0.0813,0.2756,0.1074,0.0625,0.0481
USER_327,2021,11,2082.75,1,Thanksgiving; Veterans Day,2,261.35,290.38,173.46,130.55,181.24,512.17,257.9,105.42,116.08,2028.55,54.2,0.1255,0.1394,0.0833,0.0627,0.087,0.2459,0.1238,0.0506,0.0557
USER_333,2021,11,11649.75,5,Thanksgiving; Veterans Day,2,1257.78,1606.97,1214.74,974.51,971.59,2966.23,1483.18,608.93,734.24,11818.17,-168.42,0.108,0.1379,0.1043,0.0837,0.0834,0.2546,0.1273,0.0523,0.063
USER_336,2021,11,8473.58,5,Thanksgiving; Veterans Day,2,773.97,1048.65,710.41,628.78,725.95,1886.97,1100.2,353.35,595.71,7823.99,649.59,0.0913,0.1238,0.0838,0.0742,0.0857,0.2227,0.1298,0.0417,0.0703
USER_339,2021,11,3540.92,2,Thanksgiving; Veterans Day,2,448.0,529.81,375.37,251.5,281.19,847.21,378.63,208.1,225.9,3545.71,-4.79,0.1265,0.1496,0.106,0.071,0.0794,0.2393,0.1069,0.0588,0.0638
USER_346,2021,11,5188.33,3,Thanksgiving; Veterans Day,2,475.84,707.53,487.71,396.7,433.39,1133.97,615.49,233.09,314.29,4798.01,390.32,0.0917,0.1364,0.094,0.0765,0.0835,0.2186,0.1186,0.0449,0.0606
USER_351,2021,11,6255.42,3,Thanksgiving; Veterans Day,2,626.16,595.06,582.66,468.4,649.84,1289.23,691.95,281.27,405.74,5590.31,665.11,0.1001,0.0951,0.0931,0.0749,0.1039,0.2061,0.1106,0.045,0.0649
USER_364,2021,11,5496.58,3,Thanksgiving; Veterans Day,2,691.85,716.3,685.37,327.93,490.29,1765.5,795.71,250.43,306.39,6029.77,-533.19,0.1259,0.1303,0.1247,0.0597,0.0892,0.3212,0.1448,0.0456,0.0557
USER_367,2021,11,5763.67,3,Thanksgiving; Veterans Day,2,508.72,605.92,574.43,348.82,490.1,1137.64,660.67,284.31,345.1,4955.71,807.96,0.0883,0.1051,0.0997,0.0605,0.085,0.1974,0.1146,0.0493,0.0599
USER_368,2021,11,12162.75,5,Thanksgiving; Veterans Day,2,917.26,1286.29,1198.43,669.77,1211.65,2775.24,1601.19,661.51,590.44,10911.78,1250.97,0.0754,0.1058,0.0985,0.0551,0.0996,0.2282,0.1316,0.0544,0.0485
USER_369,2021,11,6517.75,3,Thanksgiving; Veterans Day,2,602.07,774.59,693.35,467.56,506.43,1786.71,696.98,301.03,330.26,6158.98,358.77,0.0924,0.1188,0.1064,0.0717,0.0777,0.2741,0.1069,0.0462,0.0507
USER_371,2021,11,3567.17,2,Thanksgiving; Veterans Day,2,431.88,408.02,321.8,228.24,226.48,709.84,499.72,171.5,272.56,3270.04,297.13,0.1211,0.1144,0.0902,0.064,0.0635,0.199,0.1401,0.0481,0.0764
USER_372,2021,11,4443.17,2,Thanksgiving; Veterans Day,2,488.54,537.31,448.7,271.91,340.49,1232.93,472.22,230.2,246.52,4268.82,174.35,0.11,0.1209,0.101,0.0612,0.0766,0.2775,0.1063,0.0518,0.0555
USER_373,2021,11,8182.75,4,Thanksgiving; Veterans Day,2,660.02,1111.92,902.49,555.27,698.09,1770.77,933.54,357.21,425.93,7415.24,767.51,0.0807,0.1359,0.1103,0.0679,0.0853,0.2164,0.1141,0.0437,0.0521
USER_375,2021,11,7890.5,4,Thanksgiving; Veterans Day,2,668.25,986.17,822.35,574.11,764.02,1666.97,872.84,384.77,487.05,7226.53,663.97,0.0847,0.125,0.1042,0.0728,0.0968,0.2113,0.1106,0.0488,0.0617
USER_376,2021,11,1920.75,1,Thanksgiving; Veterans Day,2,197.88,219.33,213.22,125.15,169.6,541.22,213.44,100.41,99.81,1880.06,40.69,0.103,0.1142,0.111,0.0652,0.0883,0.2818,0.1111,0.0523,0.052
USER_428,2021,11,3808.0,2,Thanksgiving; Veterans Day,2,338.75,525.4,471.5,256.62,327.51,879.2,450.52,183.99,249.08,3682.57,125.43,0.089,0.138,0.1238,0.0674,0.086,0.2309,0.1183,0.0483,0.0654
USER_437,2021,11,6610.58,3,Thanksgiving; Veterans Day,2,813.97,730.07,768.36,403.51,422.3,1845.54,750.75,305.28,292.23,6332.01,278.57,0.1231,0.1104,0.1162,0.061,0.0639,0.2792,0.1136,0.0462,0.0442
USER_444,2021,11,12423.67,5,Thanksgiving; Veterans Day,2,1228.55,1946.83,1119.44,1017.46,989.05,3505.02,1800.25,639.61,780.74,13026.95,-603.28,0.0989,0.1567,0.0901,0.0819,0.0796,0.2821,0.1449,0.0515,0.0628
USER_448,2021,11,7410.08,4,Thanksgiving; Veterans Day,2,968.58,994.26,583.7,534.38,755.04,1607.82,938.8,336.99,461.5,7181.07,229.01,0.1307,0.1342,0.0788,0.0721,0.1019,0.217,0.1267,0.0455,0.0623
USER_455,2021,11,2291.75,1,Thanksgiving; Veterans Day,2,194.88,276.25,229.75,157.26,216.95,450.88,238.55,117.26,160.72,2042.5,249.25,0.085,0.1205,0.1003,0.0686,0.0947,0.1967,0.1041,0.0512,0.0701
USER_459,2021,11,4618.17,2,Thanksgiving; Veterans Day,2,521.73,525.09,585.72,304.17,316.71,1081.92,426.31,249.6,310.57,4321.82,296.35,0.113,0.1137,0.1268,0.0659,0.0686,0.2343,0.0923,0.054,0.0672
USER_460,2021,11,11891.5,5,Thanksgiving; Veterans Day,2,1337.0,1545.89,1311.58,1030.92,1003.73,2642.26,1675.26,496.27,888.77,11931.68,-40.18,0.1124,0.13,0.1103,0.0867,0.0844,0.2222,0.1409,0.0417,0.0747
USER_467,2021,11,2105.75,1,Thanksgiving; Veterans Day,2,165.8,274.74,188.47,158.82,208.99,463.12,220.71,87.79,103.23,1871.67,234.08,0.0787,0.1305,0.0895,0.0754,0.0992,0.2199,0.1048,0.0417,0.049
USER_472,2021,11,2525.5,1,Thanksgiving; Veterans Day,2,315.65,265.84,270.08,135.62,188.68,691.11,258.22,143.66,172.9,2441.76,83.74,0.125,0.1053,0.1069,0.0537,0.0747,0.2737,0.1022,0.0569,0.0685
USER_481,2021,11,4062.58,2,Thanksgiving; Veterans Day,2,432.08,451.7,350.2,247.04,294.98,1069.71,472.97,164.03,249.82,3732.53,330.05,0.1064,0.1112,0.0862,0.0608,0.0726,0.2633,0.1164,0.0404,0.0615
USER_492,2021,11,4694.25,2,Thanksgiving; Veterans Day,2,460.26,687.84,467.11,339.58,446.42,1162.59,619.26,267.37,210.75,4661.18,33.07,0.098,0.1465,0.0995,0.0723,0.0951,0.2477,0.1319,0.057,0.0449
USER_006,2021,12,7500.65,4,Christmas; Hanukkah; New Year's Eve,3,837.49,811.1,858.2,717.78,954.92,1821.6,767.87,410.73,407.92,7587.61,-86.96,0.1117,0.1081,0.1144,0.0957,0.1273,0.2429,0.1024,0.0548,0.0544
USER_007,2021,12,2146.97,1,Christmas; Hanukkah; New Year's Eve,3,269.7,212.17,237.17,226.32,294.02,418.06,219.36,93.14,105.55,2075.49,71.48,0.1256,0.0988,0.1105,0.1054,0.1369,0.1947,0.1022,0.0434,0.0492
USER_022,2021,12,5404.55,3,Christmas; Hanukkah; New Year's Eve,3,589.87,623.94,541.91,622.94,496.43,1626.51,622.41,345.4,288.82,5758.23,-353.68,0.1091,0.1154,0.1003,0.1153,0.0919,0.301,0.1152,0.0639,0.0534
USER_025,2021,12,3470.51,1,Christmas; Hanukkah; New Year's Eve,3,414.31,392.2,421.94,317.85,321.57,895.35,392.51,210.56,186.31,3552.6,-82.09,0.1194,0.113,0.1216,0.0916,0.0927,0.258,0.1131,0.0607,0.0537
USER_028,2021,12,2085.85,1,Christmas; Hanukkah; New Year's Eve,3,187.5,231.62,223.69,218.29,168.27,529.34,236.39,89.81,151.02,2035.93,49.92,0.0899,0.111,0.1072,0.1047,0.0807,0.2538,0.1133,0.0431,0.0724
USER_030,2021,12,2577.92,1,Christmas; Hanukkah; New Year's Eve,3,255.91,250.77,286.73,261.03,308.01,714.82,264.85,143.66,190.6,2676.38,-98.46,0.0993,0.0973,0.1112,0.1013,0.1195,0.2773,0.1027,0.0557,0.0739
USER_047,2021,12,5900.28,3,Christmas; Hanukkah; New Year's Eve,3,567.67,664.97,603.71,464.27,572.31,1354.42,596.28,279.45,284.21,5387.29,512.99,0.0962,0.1127,0.1023,0.0787,0.097,0.2296,0.1011,0.0474,0.0482
USER_061,2021,12,2928.27,1,Christmas; Hanukkah; New Year's Eve,3,361.06,293.45,212.84,248.76,304.8,746.47,310.67,142.96,175.01,2796.02,132.25,0.1233,0.1002,0.0727,0.085,0.1041,0.2549,0.1061,0.0488,0.0598
USER_073,2021,12,2857.17,1,Christmas; Hanukkah; New Year's Eve,3,254.96,279.32,327.16,234.18,228.32,825.03,354.65,156.8,154.07,2814.49,42.68,0.0892,0.0978,0.1145,0.082,0.0799,0.2888,0.1241,0.0549,0.0539
USER_076,2021,12,5959.74,3,Christmas; Hanukkah; New Year's Eve,3,601.79,856.34,533.24,498.84,667.09,1605.81,587.93,254.48,338.37,5943.89,15.85,0.101,0.1437,0.0895,0.0837,0.1119,0.2694,0.0987,0.0427,0.0568
USER_082,2021,12,3885.08,2,Christmas; Hanukkah; New Year's Eve,3,392.79,494.21,351.88,378.16,393.47,963.03,466.2,151.59,258.42,3849.75,35.33,0.1011,0.1272,0.0906,0.0973,0.1013,0.2479,0.12,0.039,0.0665
USER_099,2021,12,11453.97,5,Christmas; Hanukkah; New Year's Eve,3,1255.21,1614.27,918.85,1076.13,1388.46,2943.61,1327.02,514.51,867.87,11905.93,-451.96,0.1096,0.1409,0.0802,0.094,0.1212,0.257,0.1159,0.0449,0.0758
USER_105,2021,12,10795.31,5,Christmas; Hanukkah; New Year's Eve,3,1279.39,1163.62,855.63,1101.83,1165.87,2338.27,988.83,412.26,648.19,9953.89,841.42,0.1185,0.1078,0.0793,0.1021,0.108,0.2166,0.0916,0.0382,0.06
USER_107,2021,12,5390.58,2,Christmas; Hanukkah; New Year's Eve,3,526.45,519.22,540.3,499.59,529.64,1298.23,638.97,287.78,275.19,5115.37,275.21,0.0977,0.0963,0.1002,0.0927,0.0983,0.2408,0.1185,0.0534,0.0511
USER_109,2021,12,12682.6,5,Christmas; Hanukkah; New Year's Eve,3,1252.2,1795.2,1392.5,1013.3,1391.27,2776.75,1619.24,617.31,644.61,12502.38,180.22,0.0987,0.1415,0.1098,0.0799,0.1097,0.2189,0.1277,0.0487,0.0508
USER_112,2021,12,2086.33,1,Christmas; Hanukkah; New Year's Eve,3,228.8,277.07,184.03,187.47,180.61,636.62,261.9,97.11,130.63,2184.24,-97.91,0.1097,0.1328,0.0882,0.0899,0.0866,0.3051,0.1255,0.0465,0.0626
USER_139,2021,12,3740.09,2,Christmas; Hanukkah; New Year's Eve,3,306.67,387.48,350.48,315.46,414.78,838.06,432.14,190.05,193.07,3428.19,311.9,0.082,0.1036,0.0937,0.0843,0.1109,0.2241,0.1155,0.0508,0.0516
USER_140,2021,12,14409.8,5,Christmas; Hanukkah; New Year's Eve,3,1455.32,1813.32,1425.48,1671.21,1692.51,3850.1,1741.91,895.01,976.42,15521.28,-1111.48,0.101,0.1258,0.0989,0.116,0.1175,0.2672,0.1209,0.0621,0.0678
USER_141,2021,12,10363.71,5,Christmas; Hanukkah; New Year's Eve,3,1165.45,1395.11,1137.72,1069.94,1016.13,2408.62,1264.24,670.06,505.87,10633.14,-269.43,0.1125,0.1346,0.1098,0.1032,0.098,0.2324,0.122,0.0647,0.0488
USER_145,2021,12,10622.47,5,Christmas; Hanukkah; New Year's Eve,3,1068.3,1196.64,1046.64,938.7,1311.13,3139.27,1114.5,407.44,662.61,10885.23,-262.76,0.1006,0.1127,0.0985,0.0884,0.1234,0.2955,0.1049,0.0384,0.0624
USER_162,2021,12,3136.82,1,Christmas; Hanukkah; New Year's Eve,3,391.64,378.4,344.08,313.4,340.1,986.62,441.75,139.31,209.95,3545.25,-408.43,0.1249,0.1206,0.1097,0.0999,0.1084,0.3145,0.1408,0.0444,0.0669
USER_164,2021,12,2000.76,1,Christmas; Hanukkah; New Year's Eve,3,229.71,203.63,161.32,224.31,159.4,456.41,251.36,105.13,118.61,1909.88,90.88,0.1148,0.1018,0.0806,0.1121,0.0797,0.2281,0.1256,0.0525,0.0593
USER_171,2021,12,12908.89,5,Christmas; Hanukkah; New Year's Eve,3,1169.48,1254.7,1446.31,1450.48,1254.62,2722.95,1321.74,599.58,697.63,11917.49,991.4,0.0906,0.0972,0.112,0.1124,0.0972,0.2109,0.1024,0.0464,0.054
USER_172,2021,12,7265.74,3,Christmas; Hanukkah; New Year's Eve,3,669.99,786.03,678.41,646.49,689.13,2091.05,856.52,402.88,399.87,7220.37,45.37,0.0922,0.1082,0.0934,0.089,0.0948,0.2878,0.1179,0.0554,0.055
USER_174,2021,12,5855.53,3,Christmas; Hanukkah; New Year's Eve,3,728.65,624.37,641.59,531.79,695.01,1453.78,623.53,341.71,359.25,5999.68,-144.15,0.1244,0.1066,0.1096,0.0908,0.1187,0.2483,0.1065,0.0584,0.0614
USER_182,2021,12,8122.3,4,Christmas; Hanukkah; New Year's Eve,3,718.45,1091.56,779.72,784.54,794.43,2121.03,825.52,393.35,477.32,7985.92,136.38,0.0885,0.1344,0.096,0.0966,0.0978,0.2611,0.1016,0.0484,0.0588
USER_187,2021,12,5991.61,3,Christmas; Hanukkah; New Year's Eve,3,572.82,658.43,589.39,591.32,521.87,1496.9,717.22,272.7,287.07,5707.72,283.89,0.0956,0.1099,0.0984,0.0987,0.0871,0.2498,0.1197,0.0455,0.0479
USER_207,2021,12,4082.84,2,Christmas; Hanukkah; New Year's Eve,3,336.48,551.83,448.35,405.94,394.88,901.85,508.77,185.38,262.83,3996.31,86.53,0.0824,0.1352,0.1098,0.0994,0.0967,0.2209,0.1246,0.0454,0.0644
USER_236,2021,12,11074.83,5,Christmas; Hanukkah; New Year's Eve,3,1060.37,1125.14,1227.93,1084.07,1370.27,2580.14,1442.59,509.31,483.89,10883.71,191.12,0.0957,0.1016,0.1109,0.0979,0.1237,0.233,0.1303,0.046,0.0437
USER_240,2021,12,5036.88,2,Christmas; Hanukkah; New Year's Eve,3,510.6,678.96,508.42,425.63,622.85,927.26,587.6,283.06,372.06,4916.44,120.44,0.1014,0.1348,0.1009,0.0845,0.1237,0.1841,0.1167,0.0562,0.0739
USER_251,2021,12,7991.39,4,Christmas; Hanukkah; New Year's Eve,3,660.77,928.35,786.94,883.25,876.71,1852.51,881.73,369.93,501.85,7742.04,249.35,0.0827,0.1162,0.0985,0.1105,0.1097,0.2318,0.1103,0.0463,0.0628
USER_252,2021,12,2677.33,1,Christmas; Hanukkah; New Year's Eve,3,269.4,401.09,319.92,201.17,337.41,755.26,254.04,105.45,186.7,2830.44,-153.11,0.1006,0.1498,0.1195,0.0751,0.126,0.2821,0.0949,0.0394,0.0697
USER_258,2021,12,1990.22,1,Christmas; Hanukkah; New Year's Eve,3,229.63,285.83,165.7,241.74,244.22,575.82,189.76,105.46,88.62,2126.78,-136.56,0.1154,0.1436,0.0833,0.1215,0.1227,0.2893,0.0953,0.053,0.0445
USER_261,2021,12,8321.64,4,Christmas; Hanukkah; New Year's Eve,3,754.7,1147.07,684.3,920.47,927.34,2091.17,972.07,457.39,483.12,8437.63,-115.99,0.0907,0.1378,0.0822,0.1106,0.1114,0.2513,0.1168,0.055,0.0581
USER_265,2021,12,3713.78,2,Christmas; Hanukkah; New Year's Eve,3,402.63,475.6,294.87,385.16,413.32,985.01,455.63,166.19,173.15,3751.56,-37.78,0.1084,0.1281,0.0794,0.1037,0.1113,0.2652,0.1227,0.0447,0.0466
USER_267,2021,12,4575.18,2,Christmas; Hanukkah; New Year's Eve,3,375.85,527.44,482.72,506.38,591.2,1147.85,475.28,286.86,231.32,4624.9,-49.72,0.0821,0.1153,0.1055,0.1107,0.1292,0.2509,0.1039,0.0627,0.0506
USER_272,2021,12,9016.7,4,Christmas; Hanukkah; New Year's Eve,3,928.49,1243.0,960.1,755.81,1032.73,2603.38,1129.28,390.09,618.05,9660.93,-644.23,0.103,0.1379,0.1065,0.0838,0.1145,0.2887,0.1252,0.0433,0.0685
USER_282,2021,12,4406.67,2,Christmas; Hanukkah; New Year's Eve,3,444.45,538.75,386.17,472.24,564.99,844.86,580.22,208.31,251.75,4291.74,114.93,0.1009,0.1223,0.0876,0.1072,0.1282,0.1917,0.1317,0.0473,0.0571
USER_300,2021,12,6720.81,3,Christmas; Hanukkah; New Year's Eve,3,705.65,904.84,627.64,809.69,626.98,1559.4,747.09,308.2,450.54,6740.03,-19.22,0.105,0.1346,0.0934,0.1205,0.0933,0.232,0.1112,0.0459,0.067
USER_301,2021,12,8767.36,4,Christmas; Hanukkah; New Year's Eve,3,861.61,1000.03,968.07,801.54,734.89,1641.24,854.63,445.36,505.81,7813.18,954.18,0.0983,0.1141,0.1104,0.0914,0.0838,0.1872,0.0975,0.0508,0.0577
USER_304,2021,12,4632.32,2,Christmas; Hanukkah; New Year's Eve,3,560.88,569.44,517.52,508.18,408.71,1158.83,579.37,281.11,208.21,4792.25,-159.93,0.1211,0.1229,0.1117,0.1097,0.0882,0.2502,0.1251,0.0607,0.0449
USER_309,2021,12,5444.25,2,Christmas; Hanukkah; New Year's Eve,3,532.03,749.49,677.76,534.68,671.58,1445.42,840.86,253.04,362.56,6067.42,-623.17,0.0977,0.1377,0.1245,0.0982,0.1234,0.2655,0.1544,0.0465,0.0666
USER_310,2021,12,3251.29,1,Christmas; Hanukkah; New Year's Eve,3,366.8,391.18,278.77,256.98,344.53,877.9,394.84,150.05,166.27,3227.32,23.97,0.1128,0.1203,0.0857,0.079,0.106,0.27,0.1214,0.0462,0.0511
USER_330,2021,12,10869.86,5,Christmas; Hanukkah; New Year's Eve,3,1070.0,1457.96,1070.94,1145.65,1153.85,2693.34,1228.13,539.15,701.63,11060.65,-190.79,0.0984,0.1341,0.0985,0.1054,0.1062,0.2478,0.113,0.0496,0.0645
USER_331,2021,12,7769.96,4,Christmas; Hanukkah; New Year's Eve,3,670.53,961.56,618.89,752.59,973.67,2073.23,988.25,359.23,533.7,7931.65,-161.69,0.0863,0.1238,0.0797,0.0969,0.1253,0.2668,0.1272,0.0462,0.0687
USER_336,2021,12,8933.59,5,Christmas; Hanukkah; New Year's Eve,3,870.31,1183.24,674.91,851.02,1044.74,1976.31,960.22,478.23,503.45,8542.43,391.16,0.0974,0.1324,0.0755,0.0953,0.1169,0.2212,0.1075,0.0535,0.0564
USER_347,2021,12,13632.78,5,Christmas; Hanukkah; New Year's Eve,3,1395.16,1840.22,1181.96,1222.42,1632.82,3076.19,1257.37,608.77,748.17,12963.08,669.7,0.1023,0.135,0.0867,0.0897,0.1198,0.2256,0.0922,0.0447,0.0549
USER_359,2021,12,7405.38,3,Christmas; Hanukkah; New Year's Eve,3,701.52,924.7,658.7,744.14,747.77,1681.53,848.2,412.05,357.36,7075.97,329.41,0.0947,0.1249,0.0889,0.1005,0.101,0.2271,0.1145,0.0556,0.0483
USER_367,2021,12,6076.7,3,Christmas; Hanukkah; New Year's Eve,3,527.14,894.87,524.97,569.39,618.75,1631.75,770.67,307.8,317.24,6162.58,-85.88,0.0867,0.1473,0.0864,0.0937,0.1018,0.2685,0.1268,0.0507,0.0522
USER_370,2021,12,3515.34,1,Christmas; Hanukkah; New Year's Eve,3,351.72,515.43,374.03,325.61,488.13,822.62,480.11,196.14,188.7,3742.49,-227.15,0.1001,0.1466,0.1064,0.0926,0.1389,0.234,0.1366,0.0558,0.0537
USER_374,2021,12,5432.16,2,Christmas; Hanukkah; New Year's Eve,3,528.0,692.51,493.77,426.73,610.94,1317.43,620.33,283.09,252.57,5225.37,206.79,0.0972,0.1275,0.0909,0.0786,0.1125,0.2425,0.1142,0.0521,0.0465
